bailable,energia,valencia,popularidad,tempo,genero
0.771,0.693,0.714,58,93.004,3
0.679,0.713,0.922,65,189.921,3
0.597,0.553,0.598,51,83.376,3
0.755,0.792,0.844,77,106.014,3
0.683,0.91,0.715,53,190.008,3
0.844,0.675,0.771,46,96.031,3
0.769,0.881,0.805,50,103.048,3
0.817,0.665,0.662,90,104.957,3
0.784,0.855,0.707,71,93.979,3
0.715,0.856,0.7,49,95.999,3
0.86,0.773,0.573,31,100.022,3
0.882,0.633,0.701,59,98.024,3
0.842,0.608,0.807,38,95.487,3
0.731,0.701,0.848,33,92.024,3
0.782,0.596,0.699,33,81.963,3
0.8,0.845,0.843,65,96.998,3
0.774,0.749,0.886,54,92.008,3
0.862,0.5,0.697,76,76.992,3
0.8,0.355,0.253,76,145.929,3
0.853,0.766,0.835,70,96.01,3
0.797,0.709,0.542,67,93.029,3
0.746,0.63,0.843,63,174.044,3
0.744,0.814,0.919,48,172.023,3
0.805,0.715,0.808,58,95.989,3
0.784,0.761,0.385,61,105.005,3
0.821,0.775,0.401,53,101.995,3
0.498,0.782,0.835,64,83.997,3
0.783,0.771,0.86,40,171.953,3
0.772,0.803,0.853,72,94.981,3
0.737,0.742,0.386,74,119.966,3
0.791,0.609,0.823,58,161.982,3
0.731,0.708,0.722,69,186.003,3
0.733,0.762,0.961,62,167.845,3
0.757,0.748,0.94,73,173.97,3
0.668,0.656,0.827,57,168.004,3
0.813,0.66,0.641,32,84.003,3
0.851,0.701,0.527,69,98.039,3
0.898,0.543,0.359,75,98.992,3
0.7,0.904,0.817,73,173.975,3
0.839,0.744,0.776,43,108.947,3
0.61,0.665,0.667,30,182.001,3
0.725,0.791,0.156,30,99.049,3
0.568,0.607,0.522,47,75.985,3
0.674,0.652,0.697,29,192.051,3
0.821,0.789,0.742,44,96.012,3
0.681,0.577,0.37,23,175.94,3
0.816,0.755,0.728,44,104.996,3
0.594,0.502,0.223,30,191.968,3
0.704,0.718,0.382,36,98.044,3
0.877,0.648,0.836,48,119.992,3
0.677,0.822,0.368,32,95.018,3
0.677,0.756,0.282,30,96.999,3
0.788,0.714,0.885,39,105.011,3
0.819,0.677,0.765,16,93.991,3
0.781,0.62,0.933,47,85.018,3
0.893,0.791,0.553,34,93.998,3
0.817,0.667,0.776,60,88.011,3
0.829,0.904,0.595,56,94.021,3
0.865,0.783,0.868,51,100.017,3
0.844,0.861,0.767,25,94.007,3
0.786,0.729,0.607,48,95.027,3
0.947,0.874,0.835,58,120.063,3
0.626,0.925,0.591,32,130.016,3
0.831,0.873,0.513,41,100.016,3
0.783,0.831,0.655,52,93.997,3
0.83,0.796,0.794,55,101.017,3
0.795,0.916,0.851,47,119.966,3
0.843,0.797,0.697,49,96.948,3
0.7,0.766,0.868,53,93.358,3
0.908,0.81,0.76,49,95.006,3
0.794,0.65,0.556,55,97.001,3
0.813,0.92,0.767,58,115.994,3
0.832,0.733,0.32,45,115.997,3
0.846,0.852,0.851,48,127.992,3
0.867,0.727,0.605,24,94.99,3
0.785,0.901,0.6,69,113.289,3
0.681,0.695,0.549,18,173.883,3
0.696,0.708,0.961,67,149.994,3
0.884,0.749,0.964,54,110.005,3
0.791,0.863,0.803,55,170.088,3
0.741,0.867,0.561,54,112.011,3
0.578,0.94,0.609,50,89.805,3
0.568,0.566,0.414,54,159.952,3
0.818,0.707,0.307,49,92.995,3
0.756,0.957,0.458,52,92.006,3
0.637,0.691,0.29,49,156.006,3
0.796,0.712,0.478,45,94.97,3
0.704,0.868,0.842,48,127.994,3
0.355,0.958,0.885,49,190.313,3
0.808,0.873,0.913,46,109.987,3
0.718,0.888,0.727,53,91.998,3
0.821,0.667,0.688,47,96.415,3
0.771,0.881,0.536,44,94.015,3
0.752,0.726,0.261,44,92.004,3
0.748,0.653,0.324,44,89.921,3
0.857,0.855,0.798,51,95.02,3
0.663,0.909,0.715,46,170.058,3
0.718,0.692,0.861,43,139.968,3
0.62,0.876,0.645,50,195.996,3
0.742,0.753,0.734,39,149.962,3
0.698,0.738,0.729,48,92.009,3
0.65,0.836,0.659,51,180.1,3
0.744,0.871,0.902,49,172.03,3
0.735,0.787,0.394,43,98.009,3
0.727,0.932,0.896,47,92.016,3
0.838,0.71,0.638,45,159.919,3
0.544,0.572,0.36,66,179.88,3
0.793,0.631,0.741,62,168.92,3
0.823,0.556,0.557,74,129.985,3
0.742,0.745,0.673,64,151.932,3
0.859,0.73,0.623,63,92.018,3
0.789,0.765,0.491,54,95.075,3
0.666,0.745,0.535,42,166.009,3
0.829,0.605,0.689,56,95.065,3
0.796,0.681,0.864,65,90.021,3
0.563,0.783,0.9,63,90.118,3
0.582,0.676,0.493,37,181.435,3
0.817,0.859,0.567,52,99.994,3
0.826,0.776,0.618,61,93.05,3
0.698,0.658,0.62,53,169.979,3
0.8,0.692,0.917,65,112.002,3
0.859,0.756,0.91,15,102.033,3
0.75,0.891,0.553,57,128.065,3
0.666,0.689,0.781,32,177.874,3
0.645,0.821,0.844,70,179.968,3
0.742,0.873,0.899,60,90.004,3
0.74,0.879,0.948,70,103.71,3
0.742,0.893,0.777,63,177.879,3
0.768,0.894,0.737,60,105.962,3
0.809,0.876,0.528,58,95.984,3
0.738,0.865,0.892,47,177.944,3
0.732,0.801,0.824,69,123.981,3
0.761,0.829,0.813,69,92.033,3
0.792,0.819,0.433,12,89.98,3
0.76,0.838,0.745,72,93.05,3
0.755,0.789,0.737,17,93.973,3
0.753,0.901,0.741,46,100.014,3
0.746,0.794,0.447,11,104.827,3
0.527,0.907,0.664,13,93.813,3
0.663,0.92,0.533,73,99.935,3
0.736,0.964,0.953,61,179.935,3
0.694,0.755,0.461,38,97.934,3
0.75,0.76,0.893,71,183.817,3
0.685,0.731,0.786,68,177.912,3
0.639,0.869,0.767,74,169.801,3
0.813,0.876,0.746,67,94.987,3
0.765,0.603,0.244,53,93.005,3
0.729,0.894,0.832,57,124.992,3
0.743,0.917,0.491,57,112.941,3
0.8,0.836,0.816,50,97.023,3
0.516,0.732,0.484,51,88.043,3
0.73,0.769,0.594,57,181.931,3
0.871,0.768,0.765,14,98.989,3
0.876,0.55,0.557,68,129.924,3
0.739,0.821,0.693,75,171.077,3
0.673,0.907,0.768,60,109.04,3
0.777,0.779,0.768,18,94.023,3
0.595,0.773,0.711,52,180.073,3
0.69,0.872,0.731,64,94.0,3
0.791,0.745,0.82,78,94.014,3
0.836,0.799,0.772,12,94.033,3
0.766,0.822,0.881,74,165.842,3
0.754,0.805,0.555,15,93.983,3
0.636,0.805,0.908,70,92.958,3
0.87,0.691,0.469,65,130.056,3
0.744,0.859,0.787,76,91.977,3
0.684,0.762,0.892,70,172.009,3
0.684,0.811,0.721,73,87.866,3
0.783,0.84,0.839,76,95.001,3
0.751,0.579,0.349,69,105.031,3
0.775,0.867,0.869,74,96.038,3
0.84,0.903,0.798,47,94.998,3
0.723,0.868,0.589,40,115.742,3
0.761,0.851,0.415,61,130.054,3
0.651,0.575,0.248,77,160.007,3
0.904,0.651,0.371,53,96.54,3
0.75,0.819,0.576,49,95.062,3
0.756,0.697,0.598,40,142.106,3
0.801,0.679,0.5,40,123.055,3
0.785,0.688,0.835,47,132.279,3
0.729,0.632,0.93,19,120.269,3
0.718,0.584,0.518,11,128.014,3
0.711,0.895,0.695,15,127.256,3
0.668,0.74,0.916,49,116.963,3
0.651,0.848,0.774,26,126.968,3
0.822,0.658,0.475,10,126.479,3
0.702,0.877,0.929,10,124.193,3
0.631,0.887,0.776,12,124.043,3
0.62,0.843,0.858,10,124.184,3
0.791,0.559,0.92,36,87.956,3
0.766,0.869,0.611,38,94.077,3
0.759,0.687,0.726,11,91.943,3
0.903,0.758,0.321,31,93.532,3
0.705,0.444,0.263,33,82.386,3
0.72,0.658,0.727,30,111.983,3
0.597,0.594,0.37,58,180.119,3
0.801,0.529,0.721,51,106.965,3
0.716,0.572,0.405,29,173.439,3
0.842,0.615,0.669,54,144.748,3
0.624,0.473,0.46,45,169.892,3
0.714,0.659,0.671,55,87.119,3
0.744,0.591,0.196,11,96.953,3
0.62,0.669,0.517,41,167.957,3
0.771,0.608,0.602,39,95.571,3
0.642,0.831,0.651,13,93.494,3
0.839,0.913,0.956,20,115.585,3
0.846,0.721,0.252,33,118.161,3
0.598,0.781,0.626,21,97.482,3
0.831,0.79,0.96,60,93.998,3
0.662,0.746,0.655,31,179.695,3
0.677,0.667,0.683,26,84.024,3
0.812,0.599,0.322,28,97.504,3
0.659,0.613,0.482,30,94.127,3
0.822,0.505,0.836,20,99.989,3
0.604,0.76,0.919,49,204.957,3
0.733,0.553,0.6,11,85.029,3
0.673,0.729,0.824,40,178.373,3
0.968,0.551,0.617,21,107.016,3
0.837,0.587,0.505,12,114.568,3
0.922,0.495,0.871,29,100.576,3
0.628,0.81,0.538,35,143.858,3
0.768,0.787,0.526,35,84.021,3
0.748,0.506,0.628,20,97.283,3
0.452,0.76,0.606,37,80.55,3
0.953,0.432,0.343,14,105.139,3
0.575,0.609,0.392,57,93.774,3
0.829,0.949,0.627,12,103.003,3
0.735,0.772,0.767,11,167.024,3
0.834,0.685,0.922,25,82.055,3
0.959,0.555,0.603,10,114.992,3
0.841,0.629,0.447,47,94.026,3
0.785,0.616,0.665,10,95.577,3
0.784,0.765,0.845,50,94.812,3
0.547,0.904,0.69,39,98.389,3
0.475,0.537,0.466,20,83.185,3
0.897,0.612,0.767,70,102.305,3
0.892,0.556,0.625,21,94.009,3
0.531,0.641,0.551,11,90.058,3
0.285,0.914,0.354,33,84.682,3
0.73,0.679,0.188,30,92.854,3
0.848,0.608,0.654,48,88.011,3
0.746,0.806,0.963,32,167.986,3
0.591,0.931,0.467,19,169.894,3
0.806,0.558,0.678,84,95.016,3
0.698,0.742,0.767,72,137.844,3
0.654,0.812,0.514,53,132.023,3
0.685,0.75,0.688,72,105.054,3
0.534,0.621,0.186,68,91.845,3
0.394,0.718,0.247,77,151.912,3
0.808,0.856,0.599,57,107.019,3
0.665,0.434,0.363,55,114.842,3
0.701,0.789,0.62,45,143.032,3
0.556,0.668,0.695,55,172.913,3
0.499,0.578,0.353,51,164.004,3
0.711,0.514,0.296,41,96.026,3
0.592,0.783,0.498,53,143.952,3
0.579,0.904,0.681,86,82.014,3
0.868,0.862,0.623,70,126.976,3
0.542,0.581,0.0857,69,108.909,3
0.56,0.835,0.786,29,126.115,3
0.744,0.69,0.348,41,179.91,3
0.708,0.703,0.531,14,103.972,3
0.876,0.519,0.533,42,103.012,3
0.908,0.848,0.378,11,103.008,3
0.887,0.422,0.469,27,100.108,3
0.839,0.777,0.753,43,99.97,3
0.717,0.823,0.76,26,107.033,3
0.761,0.865,0.696,21,110.08,3
0.906,0.497,0.17,38,100.026,3
0.758,0.595,0.239,36,127.687,3
0.933,0.828,0.47,36,105.01,3
0.598,0.823,0.279,25,107.772,3
0.847,0.982,0.799,27,104.946,3
0.709,0.845,0.529,43,99.026,3
0.887,0.765,0.456,74,102.958,3
0.633,0.478,0.108,18,133.203,3
0.867,0.5,0.507,42,105.008,3
0.532,0.421,0.489,31,200.095,3
0.79,0.903,0.398,12,125.988,3
0.755,0.765,0.424,18,130.038,3
0.663,0.696,0.738,73,180.113,3
0.614,0.705,0.458,22,107.951,3
0.747,0.841,0.319,19,124.991,3
0.944,0.634,0.671,37,127.048,3
0.751,0.896,0.247,47,125.986,3
0.792,0.8,0.201,13,128.036,3
0.81,0.756,0.919,65,105.005,3
0.849,0.583,0.503,10,149.756,3
0.814,0.875,0.717,37,107.978,3
0.898,0.943,0.778,25,107.986,3
0.949,0.408,0.281,19,125.007,3
0.713,0.947,0.534,20,126.008,3
0.888,0.882,0.69,28,100.008,3
0.766,0.986,0.324,18,128.008,3
0.583,0.944,0.702,13,128.199,3
0.682,0.952,0.187,13,127.995,3
0.753,0.882,0.489,25,127.984,3
0.888,0.758,0.396,13,126.0,3
0.8,0.869,0.237,21,123.987,3
0.565,0.822,0.378,13,191.624,3
0.775,0.633,0.394,79,140.008,3
0.79,0.879,0.797,30,100.014,3
0.871,0.621,0.44,24,93.954,3
0.727,0.815,0.677,52,176.075,3
0.713,0.798,0.721,84,176.073,3
0.88,0.468,0.72,65,96.004,3
0.933,0.682,0.265,58,99.002,3
0.788,0.82,0.854,78,177.927,3
0.794,0.777,0.811,75,90.032,3
0.774,0.851,0.695,77,180.086,3
0.832,0.628,0.817,27,92.015,3
0.717,0.544,0.855,34,172.032,3
0.728,0.638,0.8,34,160.012,3
0.709,0.47,0.543,51,170.014,3
0.695,0.719,0.781,85,180.074,3
0.732,0.644,0.554,88,174.1,3
0.9,0.754,0.741,81,100.045,3
0.817,0.672,0.774,84,93.999,3
0.739,0.863,0.773,81,173.946,3
0.729,0.514,0.481,70,87.67,3
0.734,0.836,0.623,90,80.002,3
0.729,0.773,0.718,83,176.053,3
0.866,0.747,0.772,77,93.984,3
0.711,0.757,0.724,85,174.013,3
0.839,0.554,0.727,75,139.952,3
0.86,0.63,0.596,75,90.028,3
0.795,0.715,0.758,87,165.941,3
0.674,0.758,0.737,71,180.03,3
0.729,0.726,0.876,89,92.025,3
0.777,0.696,0.34,72,93.019,3
0.759,0.717,0.195,82,99.946,3
0.796,0.624,0.881,65,179.967,3
0.743,0.709,0.831,86,170.001,3
0.816,0.541,0.657,44,100.004,3
0.855,0.793,0.52,34,92.021,3
0.536,0.673,0.697,30,185.922,3
0.796,0.802,0.796,34,91.015,3
0.658,0.901,0.708,90,93.979,3
0.733,0.56,0.564,54,140.118,3
0.747,0.647,0.478,83,87.988,3
0.754,0.646,0.429,91,176.089,3
0.672,0.684,0.62,79,75.233,3
0.725,0.79,0.763,86,175.988,3
0.584,0.698,0.765,82,166.047,3
0.795,0.783,0.8,85,92.016,3
0.677,0.722,0.786,81,172.0,3
0.819,0.596,0.622,80,165.951,3
0.84,0.617,0.659,76,100.001,3
0.681,0.648,0.687,83,172.019,3
0.691,0.894,0.623,80,184.019,3
0.777,0.712,0.68,86,95.692,3
0.691,0.773,0.85,82,92.992,3
0.688,0.62,0.727,18,170.018,3
0.673,0.752,0.797,58,175.997,3
0.758,0.629,0.575,75,97.006,3
0.774,0.774,0.489,72,95.998,3
0.703,0.776,0.483,79,182.136,3
0.627,0.675,0.961,79,79.31,3
0.618,0.743,0.589,17,180.021,3
0.605,0.815,0.555,62,169.906,3
0.696,0.601,0.408,83,91.924,3
0.74,0.83,0.78,79,176.054,3
0.777,0.549,0.423,55,175.993,3
0.809,0.528,0.491,73,103.923,3
0.751,0.665,0.698,18,95.239,3
0.861,0.786,0.778,74,104.017,3
0.849,0.655,0.76,78,161.966,3
0.772,0.683,0.773,64,168.04,3
0.851,0.736,0.826,62,89.983,3
0.729,0.805,0.345,72,191.994,3
0.807,0.803,0.706,82,91.987,3
0.731,0.832,0.94,88,146.013,3
0.881,0.725,0.712,62,97.019,3
0.75,0.822,0.693,31,89.997,3
0.81,0.716,0.689,79,96.029,3
0.826,0.781,0.619,20,96.05,3
0.826,0.927,0.932,34,130.024,3
0.747,0.825,0.866,75,94.006,3
0.747,0.7,0.62,84,176.036,3
0.618,0.795,0.76,80,185.901,3
0.834,0.808,0.829,76,104.026,3
0.818,0.648,0.496,60,89.043,3
0.766,0.729,0.62,78,143.955,3
0.552,0.675,0.586,81,183.785,3
0.803,0.589,0.562,73,140.057,3
0.649,0.502,0.695,74,87.0,3
0.771,0.382,0.535,78,94.931,3
0.737,0.86,0.656,87,93.989,3
0.767,0.709,0.72,79,171.993,3
0.709,0.771,0.709,79,174.006,3
0.8,0.74,0.775,80,90.035,3
0.708,0.761,0.71,71,188.124,3
0.797,0.528,0.654,53,95.007,3
0.781,0.72,0.634,52,90.997,3
0.702,0.914,0.563,69,96.991,3
0.817,0.539,0.158,83,97.062,3
0.635,0.902,0.286,12,102.063,3
0.786,0.764,0.913,74,90.979,3
0.69,0.832,0.572,60,91.972,3
0.66,0.786,0.846,22,177.833,3
0.683,0.691,0.732,72,179.91,3
0.684,0.823,0.647,74,91.048,3
0.776,0.684,0.658,66,91.003,3
0.823,0.514,0.515,60,111.24,3
0.742,0.858,0.64,76,95.049,3
0.681,0.788,0.839,72,170.019,3
0.744,0.769,0.784,70,175.999,3
0.743,0.594,0.458,16,110.003,3
0.804,0.705,0.45,75,103.009,3
0.816,0.733,0.571,66,93.022,3
0.816,0.754,0.533,65,99.966,3
0.857,0.574,0.906,71,116.008,3
0.671,0.918,0.712,56,92.132,3
0.79,0.631,0.889,80,94.039,3
0.824,0.85,0.769,60,96.005,3
0.878,0.555,0.751,71,88.029,3
0.772,0.732,0.295,76,100.048,3
0.857,0.647,0.553,83,95.982,3
0.8,0.729,0.836,71,171.976,3
0.83,0.71,0.703,78,93.977,3
0.45,0.842,0.885,75,172.069,3
0.639,0.791,0.939,86,92.603,3
0.825,0.807,0.816,75,103.053,3
0.514,0.646,0.297,78,88.661,3
0.853,0.818,0.546,72,149.839,3
0.823,0.457,0.268,65,115.991,3
0.885,0.857,0.818,78,90.025,3
0.754,0.847,0.444,63,100.047,3
0.723,0.698,0.361,18,155.043,3
0.704,0.592,0.386,70,159.872,3
0.648,0.661,0.813,83,113.363,3
0.788,0.701,0.713,72,180.007,3
0.831,0.733,0.482,60,93.035,3
0.829,0.676,0.646,76,90.879,3
0.806,0.786,0.58,86,91.973,3
0.421,0.407,0.161,79,139.028,3
0.73,0.777,0.591,57,130.0,3
0.652,0.698,0.47,73,96.021,3
0.669,0.855,0.648,71,120.045,3
0.61,0.906,0.294,65,127.917,3
0.858,0.678,0.922,75,117.009,3
0.766,0.873,0.743,77,126.988,3
0.704,0.836,0.553,54,129.989,3
0.606,0.72,0.381,61,90.017,3
0.565,0.867,0.325,53,125.867,3
0.61,0.75,0.255,27,157.796,3
0.872,0.523,0.754,28,119.964,3
0.394,0.651,0.328,31,73.408,3
0.544,0.397,0.507,27,130.083,3
0.621,0.784,0.29,33,77.563,3
0.376,0.654,0.571,48,77.777,3
0.669,0.699,0.406,31,128.025,3
0.691,0.853,0.762,68,145.999,3
0.58,0.75,0.728,67,86.938,3
0.738,0.562,0.476,47,127.452,3
0.69,0.786,0.583,68,100.049,3
0.663,0.861,0.654,78,119.963,3
0.855,0.668,0.803,67,125.846,3
0.615,0.711,0.711,71,144.036,3
0.762,0.748,0.851,69,110.009,3
0.31,0.746,0.163,56,182.032,3
0.48,0.486,0.265,65,80.051,3
0.563,0.75,0.812,72,173.906,3
0.789,0.716,0.609,72,125.91,3
0.472,0.833,0.413,65,166.271,3
0.705,0.805,0.887,57,120.022,3
0.675,0.601,0.931,63,127.938,3
0.719,0.798,0.591,62,120.011,3
0.611,0.468,0.349,62,92.092,3
0.852,0.553,0.656,75,142.072,3
0.713,0.462,0.0595,51,133.054,3
0.874,0.568,0.46,68,139.995,3
0.685,0.731,0.266,71,145.245,3
0.539,0.861,0.863,20,84.18,3
0.697,0.919,0.683,57,179.988,3
0.629,0.88,0.757,56,93.013,3
0.73,0.863,0.818,60,170.014,3
0.646,0.867,0.892,38,88.241,3
0.824,0.645,0.322,40,93.0,3
0.822,0.809,0.803,12,95.025,3
0.817,0.714,0.714,73,94.001,3
0.796,0.764,0.869,41,94.018,3
0.686,0.722,0.515,69,94.006,3
0.711,0.841,0.964,63,176.027,3
0.784,0.498,0.418,61,143.96,3
0.741,0.799,0.956,52,87.061,3
0.677,0.751,0.758,62,178.067,3
0.714,0.421,0.307,54,107.964,3
0.815,0.856,0.872,71,91.995,3
0.886,0.553,0.656,43,95.033,3
0.841,0.898,0.862,51,96.059,3
0.8,0.765,0.722,47,95.007,3
0.808,0.645,0.808,54,94.974,3
0.924,0.782,0.745,63,95.01,3
0.655,0.877,0.893,75,105.017,3
0.525,0.704,0.855,65,98.455,3
0.553,0.632,0.687,60,85.1,3
0.708,0.709,0.962,64,96.046,3
0.795,0.623,0.96,55,93.03,3
0.916,0.804,0.538,67,120.028,3
0.603,0.901,0.2,46,175.926,3
0.788,0.873,0.703,67,91.981,3
0.684,0.882,0.787,58,95.986,3
0.555,0.746,0.368,45,199.767,3
0.67,0.8,0.268,50,95.693,3
0.886,0.525,0.708,69,145.99,3
0.502,0.786,0.739,77,169.021,3
0.686,0.623,0.176,53,140.171,3
0.864,0.712,0.488,33,153.568,3
0.727,0.599,0.386,71,167.909,3
0.916,0.571,0.498,56,103.521,3
0.588,0.61,0.645,60,99.926,3
0.729,0.894,0.757,67,101.053,3
0.605,0.793,0.647,47,184.032,3
0.552,0.618,0.399,58,132.765,3
0.653,0.827,0.733,74,95.223,3
0.911,0.949,0.927,33,93.672,3
0.802,0.725,0.598,71,128.04,3
0.683,0.708,0.355,73,92.991,3
0.719,0.844,0.941,57,90.951,3
0.89,0.962,0.261,29,127.006,3
0.818,0.737,0.562,42,97.98,3
0.794,0.749,0.728,56,96.032,3
0.718,0.758,0.676,58,175.839,3
0.798,0.707,0.808,57,94.002,3
0.867,0.678,0.547,28,127.725,3
0.765,0.872,0.901,53,118.074,3
0.775,0.583,0.647,42,125.084,3
0.744,0.815,0.934,43,116.05,3
0.703,0.517,0.768,49,104.833,3
0.834,0.787,0.875,46,127.432,3
0.784,0.891,0.955,45,127.269,3
0.785,0.844,0.94,41,103.968,3
0.72,0.814,0.77,27,123.551,3
0.844,0.647,0.58,51,115.164,3
0.757,0.786,0.961,30,122.977,3
0.649,0.648,0.822,42,118.782,3
0.774,0.754,0.838,45,125.973,3
0.74,0.911,0.876,40,115.828,3
0.7,0.623,0.72,35,119.798,3
0.852,0.523,0.65,54,130.154,3
0.693,0.888,0.79,46,121.069,3
0.638,0.988,0.723,65,117.955,3
0.629,0.876,0.358,63,118.01,3
0.524,0.735,0.866,43,119.907,3
0.609,0.771,0.565,35,118.352,3
0.693,0.894,0.773,24,118.841,3
0.675,0.928,0.72,26,134.951,3
0.756,0.814,0.65,36,123.027,3
0.675,0.882,0.708,19,116.707,3
0.728,0.687,0.82,30,120.575,3
0.75,0.911,0.961,11,119.849,3
0.697,0.979,0.583,44,119.083,3
0.707,0.932,0.835,32,114.658,3
0.694,0.81,0.528,30,118.899,3
0.757,0.727,0.886,46,118.609,3
0.699,0.661,0.666,41,119.997,3
0.739,0.814,0.868,37,121.51,3
0.847,0.669,0.84,44,113.736,3
0.662,0.871,0.71,32,117.492,3
0.703,0.215,0.546,15,96.951,3
0.701,0.923,0.813,33,125.778,3
0.763,0.702,0.612,22,115.234,3
0.855,0.582,0.811,36,123.94,3
0.764,0.58,0.81,28,121.343,3
0.693,0.907,0.768,32,134.945,3
0.79,0.938,0.846,42,129.496,3
0.747,0.815,0.96,13,132.068,3
0.808,0.751,0.911,30,115.754,3
0.715,0.572,0.67,38,118.343,3
0.762,0.955,0.891,18,116.944,3
0.704,0.852,0.709,16,118.469,3
0.656,0.784,0.732,16,118.761,3
0.78,0.766,0.75,34,124.884,3
0.659,0.65,0.672,30,104.407,3
0.807,0.699,0.859,31,115.231,3
0.705,0.718,0.655,20,121.982,3
0.591,0.861,0.798,30,123.207,3
0.829,0.808,0.945,33,115.347,3
0.753,0.53,0.646,36,124.744,3
0.623,0.683,0.7,27,104.202,3
0.794,0.594,0.783,41,132.738,3
0.875,0.785,0.283,28,116.369,3
0.631,0.572,0.902,33,122.563,3
0.726,0.78,0.565,11,117.998,3
0.862,0.639,0.469,33,111.839,3
0.691,0.839,0.808,38,109.152,3
0.777,0.805,0.872,12,127.01,3
0.753,0.868,0.691,15,125.953,3
0.794,0.744,0.963,43,129.971,3
0.505,0.71,0.428,72,89.938,3
0.748,0.788,0.884,80,120.076,3
0.722,0.758,0.62,70,128.047,3
0.622,0.961,0.687,69,149.962,3
0.635,0.926,0.761,65,100.048,3
0.669,0.832,0.7,74,113.035,3
0.705,0.769,0.59,80,107.939,3
0.738,0.804,0.949,70,174.943,3
0.56,0.872,0.681,72,126.053,3
0.672,0.738,0.392,70,107.938,3
0.743,0.766,0.61,69,127.96,3
0.679,0.715,0.571,71,127.435,3
0.781,0.853,0.624,74,110.049,3
0.471,0.924,0.725,65,154.961,3
0.75,0.727,0.359,67,129.993,3
0.634,0.69,0.645,70,94.988,3
0.685,0.466,0.353,70,79.936,3
0.646,0.795,0.796,60,89.99,3
0.686,0.457,0.718,82,150.953,3
0.707,0.924,0.919,75,127.937,3
0.535,0.886,0.445,11,126.012,3
0.426,0.584,0.272,69,193.437,3
0.599,0.667,0.817,70,80.984,3
0.58,0.953,0.673,72,103.041,3
0.894,0.791,0.583,79,105.018,3
0.673,0.902,0.538,76,100.012,3
0.662,0.741,0.404,72,131.0,3
0.874,0.692,0.937,76,116.017,3
0.688,0.775,0.469,52,129.969,3
0.499,0.467,0.637,16,76.76,3
0.711,0.906,0.824,67,125.916,3
0.687,0.702,0.284,11,129.956,3
0.446,0.701,0.394,64,159.958,3
0.553,0.664,0.467,65,140.06,3
0.524,0.711,0.539,22,203.867,3
0.662,0.602,0.29,77,133.969,3
0.612,0.921,0.453,73,139.986,3
0.755,0.802,0.588,54,122.026,3
0.747,0.864,0.754,11,92.028,3
0.6,0.807,0.836,23,118.391,3
0.695,0.752,0.663,45,90.013,3
0.658,0.721,0.677,50,180.033,3
0.857,0.772,0.589,73,94.028,3
0.768,0.821,0.516,64,94.011,3
0.903,0.675,0.442,80,96.507,3
0.747,0.74,0.552,77,176.059,3
0.678,0.87,0.228,53,127.765,3
0.669,0.797,0.702,58,182.101,3
0.8,0.841,0.798,66,94.023,3
0.769,0.759,0.68,66,105.993,3
0.719,0.825,0.789,14,100.006,3
0.732,0.758,0.78,67,98.007,3
0.384,0.727,0.441,32,64.558,3
0.684,0.94,0.497,40,112.008,3
0.828,0.588,0.598,79,94.052,3
0.786,0.63,0.749,65,190.017,3
0.759,0.776,0.633,45,94.974,3
0.738,0.799,0.553,32,94.009,3
0.788,0.771,0.701,77,99.038,3
0.778,0.731,0.854,70,91.991,3
0.837,0.791,0.618,23,91.98,3
0.861,0.713,0.565,56,112.024,3
0.658,0.748,0.69,44,179.919,3
0.838,0.826,0.663,52,99.99,3
0.785,0.572,0.49,80,100.016,3
0.773,0.57,0.772,74,95.038,3
0.737,0.932,0.867,49,106.059,3
0.736,0.868,0.613,74,94.026,3
0.615,0.846,0.509,55,144.914,3
0.771,0.796,0.636,76,87.985,3
0.75,0.739,0.932,13,169.976,3
0.593,0.787,0.495,68,191.772,3
0.731,0.828,0.704,61,101.071,3
0.946,0.723,0.349,70,102.956,3
0.845,0.813,0.586,72,90.98,3
0.889,0.646,0.584,66,98.005,3
0.84,0.62,0.511,76,98.076,3
0.738,0.748,0.896,88,94.949,3
0.474,0.66,0.261,60,84.777,3
0.882,0.822,0.722,56,105.06,3
0.857,0.823,0.57,68,96.048,3
0.791,0.693,0.624,44,123.923,3
0.69,0.707,0.677,71,103.909,3
0.792,0.782,0.628,68,92.995,3
0.843,0.815,0.751,43,104.971,3
0.789,0.694,0.549,80,96.035,3
0.817,0.781,0.359,76,104.0,3
0.777,0.754,0.78,77,171.992,3
0.626,0.735,0.763,59,199.799,3
0.638,0.757,0.737,44,177.938,3
0.679,0.667,0.641,45,189.9,3
0.888,0.705,0.865,35,92.025,3
0.864,0.612,0.604,69,107.99,3
0.712,0.717,0.723,61,195.906,3
0.737,0.494,0.765,42,80.98,3
0.806,0.632,0.431,70,68.747,3
0.781,0.408,0.541,51,191.901,3
0.843,0.568,0.562,51,102.954,3
0.846,0.552,0.785,53,102.564,3
0.788,0.732,0.67,57,100.014,3
0.812,0.711,0.337,54,99.976,3
0.625,0.8,0.358,51,193.39,3
0.887,0.664,0.421,60,101.015,3
0.705,0.663,0.676,50,187.962,3
0.813,0.79,0.332,62,93.008,3
0.679,0.568,0.712,57,188.066,3
0.676,0.543,0.845,56,170.104,3
0.655,0.506,0.598,61,97.367,3
